id,market,success,active,lastpricesupratio_7,lastpricesdiffperccumul,movingaveragecomp_lower_of_ma7_ma22_in_1h,movingaveragelatestdiffcumul_30m_ma7_last_7,movingaveragelatestdiffcumul_15m_ma7_last_7
1408,ETHBTC,0,0,0.83333333333333,0.3661,0.26,0.2765,0.2405
1409,NULSBTC,0,0,0.83333333333333,2.5911,2.51,-0.8764,-1.4243
1410,BANDBTC,1,0,0.83333333333333,1.873,-5.62,1.864,0.97
1411,EVXBTC,0,0,0.83333333333333,2.3017,0.53,0.9144,0.4957
1412,HCBTC,0,0,0.83333333333333,0.8809,0.26,0.4094,0.276
1413,RENBTC,1,0,0.83333333333333,1.3611,-1.38,-0.4527,0.3983
1414,XLMBTC,1,0,0.83333333333333,1.1591,-1.31,0.2951,-0.0559
1415,WTCBTC,1,0,0.83333333333333,1.7601,-0.18,1.2023,0.9797
1416,AIONBTC,1,0,0.83333333333333,0.7131,-2.04,0.3054,0.241
1417,TOMOBTC,0,0,0.83333333333333,0.9317,-0.84,0.0628,-0.6115
1418,AEBTC,0,0,0.83333333333333,1.0254,0.23,0.5511,0.3733
1419,ALGOBTC,0,0,0.83333333333333,1.185,-1.17,1.9067,2.313
1420,DCRBTC,0,0,1,1.8052,-1.11,1.2241,0.8286
1421,GNTBTC,0,0,0.83333333333333,2.2858,-0.11,1.2961,1.2914
1422,NAVBTC,0,0,1,0.9219,-0.87,0.0097,-0.5569
1423,QLCBTC,0,0,0.83333333333333,2.3653,-4.69,0.8165,-0.0013000000000001
1424,REPBTC,0,0,0.83333333333333,0.4344,-1.29,1.1998,0.6963
1425,BCDBTC,1,0,0.83333333333333,2.0943,-0.07,0.1028,1.2001
1426,GXSBTC,0,0,0.83333333333333,1.942,0.26,0.0779,0.2033
1427,WAVESBTC,0,0,1,0.8184,-0.38,-0.8127,-0.2873
1428,OMGBTC,0,0,0.83333333333333,0.439,1.02,0.8228,0.6209
1429,ARNBTC,1,0,0.83333333333333,0.9134,-4.09,2.427,-2.2624
1430,ADABTC,1,0,0.83333333333333,1.7177,-3.47,2.9819,2.2832
1431,LINKBTC,1,0,0.83333333333333,0.8266,-2.07,1.1155,-0.0508
1432,OGNBTC,0,0,0.83333333333333,0.9748,-1.13,1.6905,0.8928
1433,KAVABTC,0,0,0.83333333333333,0.6498,-1.49,1.5235,0.2033
1434,WANBTC,0,0,0.83333333333333,0.4736,-0.74,1.1751,1.3445
1435,BNTBTC,0,0,0.83333333333333,0.8536,-0.93,-1.6174,-1.0891
1436,ICXBTC,1,0,0.83333333333333,0.8352,-4.96,3.0736,1.7849
1437,PIVXBTC,0,0,0.83333333333333,0.304,-0.93,-0.5766,-0.8374
1438,ETCBTC,0,0,0.83333333333333,0.6512,-1.21,2.3882,0.79
1439,FETBTC,0,0,0.83333333333333,1.5152,1.60,-0.6517,0.6529
1440,KNCBTC,0,0,0.83333333333333,0.963,0.54,-1.7536,-1.0293
1441,VETBTC,0,0,0.83333333333333,2.8573,-4.29,4.4936,4.432
1442,ZRXBTC,0,0,0.83333333333333,1.0246,-1.75,3.8174,1.0056
1443,CHRBTC,0,0,0.83333333333333,2.2583,-0.15,2.9832,2.7469
1444,DASHBTC,0,0,0.83333333333333,0.3127,-0.50,0.3392,-0.0414
1445,IOTABTC,0,0,0.83333333333333,0.4199,-0.18,0.426,0.0492
1446,BCHBTC,0,0,0.83333333333333,0.1062,0.28,0.2143,0.1284
1447,STRATBTC,1,0,0.83333333333333,0.6436,-0.31,0.2123,-0.1845
1448,BATBTC,0,0,0.83333333333333,0.459,-0.77,1.2455,1.3574
1449,KMDBTC,1,0,0.83333333333333,0.7825,-1.52,0.3325,-0.2907
1450,ONTBTC,0,0,0.83333333333333,0.3764,0.28,0.7134,0.7556
1451,NANOBTC,0,0,0.83333333333333,0.5827,-0.43,-0.4888,0.1056
1452,REQBTC,0,0,0.83333333333333,2.5725,-0.40,-0.6461,-0.4168
1453,SXPBTC,0,0,0.83333333333333,1.1769,0.00,-5.1627,1.1097
1454,LRCBTC,0,0,0.83333333333333,0.6588,0.78,0.3765,-0.6446
1455,PPTBTC,0,0,0.83333333333333,0.7784,-2.73,0.5394,-0.7273
1456,QTUMBTC,0,0,1,0.4239,-0.10,0.3494,0.5644
1457,RLCBTC,0,0,0.83333333333333,1.2338,-3.87,2.5598,0.4393
1458,STXBTC,0,0,0.83333333333333,0.9157,0.03,-0.0506,0.466
1459,GASBTC,0,0,0.83333333333333,0.5122,-0.04,-0.183,0.1373
1460,XTZBTC,0,0,0.83333333333333,0.3078,-2.78,1.3387,-0.4752
1461,WRXBTC,0,0,0.83333333333333,0.8678,-0.04,1.1137,1.7209
1462,AMBBTC,1,0,0.83333333333333,3.5116,-1.02,0.3032,0.9053
1463,LENDBTC,0,0,0.83333333333333,1.5429,-5.42,1.2473,0.5165
1464,THETABTC,1,0,1,1.4941,-3.60,1.1558,-0.7043
1465,BNBBTC,0,0,0.83333333333333,0.4825,-1.75,0.1156,-0.6304
1466,ETHBTC,0,0,1,0.2056,-0.20,0.1602,-0.0909
1467,NEOBTC,0,0,0.83333333333333,0.7016,-0.63,0.1005,-0.6434
1468,ATOMBTC,1,0,0.83333333333333,0.7079,-3.72,-0.1622,-1.6466
1469,RENBTC,1,0,1,1.9037,-1.99,1.4239,-2.0509
1470,XZCBTC,0,0,0.83333333333333,0.3499,-0.39,0.1386,0.1986
1471,LUNBTC,0,0,0.83333333333333,0.6219,-0.22,-1.2256,-1.306
1472,CTSIBTC,0,0,0.83333333333333,4.5839,-2.55,3.0294,3.7015
1473,AIONBTC,0,0,0.83333333333333,1.6574,-1.28,2.7631,0.5629
1474,ENJBTC,0,0,0.83333333333333,1.5228,0.17,0.5813,0.2183
1475,MCOBTC,0,0,0.83333333333333,0.241,0.11,0.3198,-0.1423
1476,INSBTC,0,0,0.83333333333333,0.525,-0.54,0.4231,0.0465
1477,LSKBTC,0,0,0.83333333333333,0.2318,-1.00,0.7705,0.5963
1478,WTCBTC,0,0,0.83333333333333,1.0182,-3.56,-0.3122,-0.1057
1479,EOSBTC,1,0,0.83333333333333,0.3019,-0.02,-0.2437,-0.3318
1480,NASBTC,0,0,0.83333333333333,0.3873,-0.18,-1.9502,-1.1356
1481,REPBTC,1,0,0.83333333333333,0.6773,-1.23,1.0948,-0.8743
1482,TOMOBTC,1,0,0.83333333333333,3.3262,-0.25,1.1026,0.4969
1483,WAVESBTC,0,0,0.83333333333333,0.312,-0.27,-0.2965,-0.5706
1484,XMRBTC,0,0,1,0.4647,-0.35,-0.4101,-0.3328
1485,LTCBTC,1,0,0.83333333333333,0.2026,0.22,-0.4141,-0.4027
1486,PNTBTC,1,0,0.83333333333333,1.002,0.86,-0.3733,-0.2084
1487,ZECBTC,1,0,0.83333333333333,0.618,-0.64,-0.7772,-0.4297
1488,ARKBTC,0,0,0.83333333333333,1.8452,-3.39,-0.8593,-0.5333
1489,ASTBTC,0,0,0.83333333333333,1.0203,1.24,0.2936,0.6613
1490,ADABTC,1,0,0.83333333333333,0.4669,-4.99,1.1522,2.1205
1491,XLMBTC,1,0,0.83333333333333,1.766,-1.48,-0.9294,1.2026
1492,BEAMBTC,0,0,0.83333333333333,0.5898,0.04,-0.1702,0.272
1493,COMPBTC,0,0,1,1.0754,1.78,-2.0043,0.0695
1494,BNTBTC,0,0,0.83333333333333,0.7629,-0.73,1.0168,0.6853
1495,TNTBTC,0,0,0.83333333333333,1.0487,-0.43,0.7946,0.7556
1496,VETBTC,1,0,0.83333333333333,5.4278,-5.19,2.6574,3.5242
1497,BANDBTC,1,0,0.83333333333333,1.2003,-4.65,1.0879,0.5769
1498,BCDBTC,1,0,0.83333333333333,2.7033,-2.00,-2.0492,-0.2313
1499,KAVABTC,0,0,0.83333333333333,0.2802,-1.41,-0.2355,0.8728
1500,ADXBTC,1,0,0.83333333333333,0.4414,-0.86,-1.0173,0.2168
1501,STRATBTC,1,0,1,1.2934,-2.37,2.0056,2.6829
1502,DCRBTC,0,0,0.83333333333333,1.4039,-1.63,0.219,0.4735
1503,ENGBTC,0,0,0.83333333333333,0.8201,-0.10,0.7528,0.4928
1504,NULSBTC,0,0,0.83333333333333,0.9428,0.84,0.3384,0.4791
1505,STEEMBTC,1,0,0.83333333333333,0.5839,-0.40,-0.2447,0.1159
1506,KMDBTC,0,0,1,1.6259,-2.07,1.8188,1.8457
1507,NANOBTC,0,0,1,0.8857,0.24,-0.04,0.1585
1508,KNCBTC,1,0,0.83333333333333,1.5818,2.58,-0.3813,-0.6699
1509,ZENBTC,0,0,0.83333333333333,0.5167,0.48,0.0561,0.0462
1510,ZRXBTC,1,0,0.83333333333333,3.8863,-1.24,0.3473,1.3996
1511,ARNBTC,0,0,0.83333333333333,0.5933,-0.63,-1.6769,-0.6883
1512,DASHBTC,0,0,1,0.3581,0.05,-0.2193,-0.1741
1513,LINKBTC,1,0,0.83333333333333,1.9697,-1.68,0.4212,-0.5419
1514,BATBTC,1,0,0.83333333333333,0.5484,0.60,-0.8493,-0.8478
1515,QTUMBTC,1,0,0.83333333333333,0.5042,-0.94,0.6699,0.1614
1516,IOTABTC,1,0,0.83333333333333,1.1706,-0.50,0.2553,0.2655
1517,ONGBTC,0,0,0.83333333333333,0.2695,1.00,-0.7888,0.1862
1518,ETCBTC,1,0,0.83333333333333,0.3294,-1.34,-0.7062,-0.7958
1519,ZILBTC,0,0,0.83333333333333,2.6708,-3.07,1.6795,1.9349
1520,BQXBTC,0,0,0.83333333333333,1.1575,0.17,-0.0245,0.5507
1521,SNTBTC,1,0,1,4.0191,-2.13,1.9601,0.7926
1522,XRPBTC,1,0,1,2.0283,0.08,0.7707,0.4771
1523,ICXBTC,1,0,0.83333333333333,0.3285,-3.04,0.1665,-1.4558
1524,XTZBTC,1,0,0.83333333333333,0.9777,-0.67,0.7489,0.972
1525,OGNBTC,1,0,0.83333333333333,1.674,-1.67,-0.3962,-0.3515
1526,OMGBTC,1,0,0.83333333333333,0.3804,0.10,0.0431,0.2335
1527,SOLBTC,1,0,0.83333333333333,4.4858,-2.70,1.8233,1.3447
1528,BCHBTC,0,0,1,0.9032,-0.14,0.4033,0.442
1529,ONTBTC,1,0,0.83333333333333,1.0505,-0.08,0.9084,0.8842
1530,DOGEBTC,1,0,0.83333333333333,12.2097,-11.22,17.7196,15.3896
1531,HIVEBTC,0,0,0.83333333333333,0.8969,0.84,-0.263,-0.2696
1532,THETABTC,0,0,0.83333333333333,1.5207,-3.32,4.0796,2.2558
1533,BTGBTC,0,0,0.83333333333333,1.7604,-0.01,0.1521,0.6541
1534,ETHBTC,0,0,0.83333333333333,0.2561,-0.52,0.376,0.5195
1535,GRSBTC,1,0,0.83333333333333,0.4926,-0.31,0.0776,0.4034
1536,ATOMBTC,1,0,1,1.269,-2.73,3.0849,3.7419
1537,ELFBTC,0,0,0.83333333333333,1.1239,-1.10,-1.4111,-0.6828
1538,HCBTC,0,0,0.83333333333333,0.8143,-0.50,0.504,0.9096
1539,AEBTC,1,0,0.83333333333333,0.9478,-0.31,0.0095,1.0356
1540,BRDBTC,0,0,1,1.8334,-0.38,0.7497,0.7929
1541,NEOBTC,1,0,0.83333333333333,0.3479,-1.08,1.238,1.0831
1542,RENBTC,0,0,1,5.9699,-2.77,3.7218,1.5456
1543,LSKBTC,1,0,0.83333333333333,0.706,-0.84,-0.1377,0.0341
1544,ALGOBTC,1,0,0.83333333333333,0.3958,-0.92,0.3068,0.6824
1545,LTOBTC,1,0,0.83333333333333,0.6617,0.43,-0.9904,-0.8279
1546,NASBTC,0,0,0.83333333333333,1.062,0.38,1.0421,0.9465
1547,WABIBTC,1,0,0.83333333333333,0.4961,-0.29,-0.0824,-0.7761
1548,WANBTC,0,0,0.83333333333333,1.6112,-1.69,0.7188,0.7364
1549,LENDBTC,0,0,0.83333333333333,1.8681,0.92,0.0327,-0.7245
1550,STXBTC,1,0,0.83333333333333,1.1944,-0.57,1.3469,-0.2406
1551,SXPBTC,1,0,0.83333333333333,1.7837,3.59,-4.4354,-0.1317
1552,RLCBTC,0,0,0.83333333333333,0.5877,-1.38,-2.3544,-2.795
1553,ARKBTC,1,0,0.83333333333333,0.3078,-1.01,-0.9895,-0.5507
1554,TOMOBTC,0,0,1,2.9744,-4.87,-0.3905,-0.2089
1555,ZECBTC,1,0,0.83333333333333,0.7522,-1.76,2.9404,0.586
1556,COMPBTC,0,0,0.83333333333333,0.8429,2.48,-1.2373,-1.1759
1557,MCOBTC,0,0,0.83333333333333,0.3367,-0.04,0.1296,0.2023
1558,SKYBTC,0,0,0.83333333333333,1.1616,0.09,0.2405,0.2618
1559,STORJBTC,0,0,1,1.1739,0.39,0.2568,0.3932
1560,BNTBTC,1,0,0.83333333333333,0.963,0.45,-0.8152,-0.157
1561,REPBTC,1,0,0.83333333333333,0.6638,-1.20,-1.2467,-1.2879
1562,GASBTC,0,0,0.83333333333333,0.8623,-0.55,0.4672,0.8068
1563,BANDBTC,1,0,0.83333333333333,2.3462,-2.98,-2.0257,0.2303
1564,EOSBTC,1,0,0.83333333333333,0.3708,-1.09,1.1957,-0.0866
1565,XMRBTC,0,0,0.83333333333333,0.0847,-0.81,0.607,0.2553
1566,LTCBTC,0,0,0.83333333333333,0.3882,-0.91,1.4408,0.0656
1567,PPTBTC,0,0,0.83333333333333,0.4286,-0.33,-0.2446,-0.0652
1568,WAVESBTC,1,0,0.83333333333333,0.6979,-0.36,0.0567,-0.1249
1569,DCRBTC,0,0,0.83333333333333,0.9011,-1.70,0.3445,-0.3714
1570,LRCBTC,1,0,0.83333333333333,0.9783,2.24,-0.5573,-0.1957
1571,WTCBTC,1,0,1,3.6173,-1.48,0.8963,1.2374
1572,ADXBTC,1,0,0.83333333333333,0.9966,0.87,-0.6595,0.0906
1573,MTLBTC,1,0,0.83333333333333,0.7015,-0.44,0.458,0.6596
1574,AIONBTC,1,0,0.83333333333333,0.6013,-1.43,0.557,0.5678
1575,BCDBTC,0,0,0.83333333333333,0.8836,-1.72,0.2935,-1.3867
1576,LINKBTC,1,0,0.83333333333333,3.4051,-3.04,2.3085,2.4106
1577,NULSBTC,0,0,0.83333333333333,0.6935,2.05,-4.4911,0.243
1578,IOTABTC,1,0,0.83333333333333,0.4068,-1.92,0.5091,0.6297
1579,KAVABTC,0,0,0.83333333333333,0.2343,1.22,-0.9459,0.4001
1580,QTUMBTC,1,0,0.83333333333333,1.1018,-1.88,0.5265,0.7704
1581,VIABTC,0,0,0.83333333333333,1.3882,0.02,-0.0068,0.1921
1582,DASHBTC,1,0,1,0.2393,-0.73,0.7747,0.3929
1583,ZENBTC,0,0,0.83333333333333,1.1769,0.44,-0.8152,0.5453
1584,ZRXBTC,0,0,0.83333333333333,2.4376,-5.80,4.0134,2.8957
1585,ENJBTC,0,0,1,1.9459,-1.36,1.3093,0.4787
1586,WRXBTC,1,0,0.83333333333333,0.6723,0.21,0.7364,0.473
1587,ENGBTC,1,0,0.83333333333333,0.6234,-0.11,-0.0115,-0.1735
1588,PNTBTC,0,0,0.83333333333333,0.7238,-0.84,1.7175,-0.221
1589,NANOBTC,1,0,0.83333333333333,0.965,-0.43,0.8262,0.8511
1590,ASTBTC,1,0,0.83333333333333,1.7928,0.95,1.0724,0.59
1591,BNBBTC,0,0,0.83333333333333,0.904,-0.84,0.1511,0.2866
1592,KMDBTC,0,0,0.83333333333333,0.511,-2.37,1.7646,-0.3151
1593,XTZBTC,0,0,0.83333333333333,0.1984,-1.88,1.1807,1.8294
1594,OGNBTC,1,0,0.83333333333333,0.8102,-2.06,1.5882,0.7023
1595,BATBTC,1,0,0.83333333333333,0.3887,-0.25,1.6909,0.869
1596,FETBTC,1,0,1,2.0401,-1.05,2.3649,1.0043
1597,KNCBTC,0,0,0.83333333333333,0.4617,0.44,-1.7385,-1.5959
1598,MANABTC,0,0,0.83333333333333,1.7902,-2.56,0.6093,0.1275
1599,OMGBTC,0,0,0.83333333333333,0.4203,-3.07,1.5485,-1.0336
1600,ONTBTC,0,0,0.83333333333333,1.1822,-2.66,1.8747,0.5792
1601,RDNBTC,1,0,1,1.518,0.91,0.9131,0.8596
1602,ARNBTC,1,0,0.83333333333333,3.2279,2.72,1.2272,-0.6921
1603,ICXBTC,0,0,1,3.0533,-2.41,1.5221,-0.0901
1604,POWRBTC,1,0,0.83333333333333,0.5061,-1.61,1.1168,0.6583
1605,SOLBTC,0,0,0.83333333333333,1.0055,-3.64,-0.878,-3.27
1606,ETCBTC,0,0,1,0.5125,-1.79,1.1201,-0.1055
1607,THETABTC,0,0,0.83333333333333,1.0417,-1.52,0.4441,0.9918
1608,XEMBTC,0,0,0.83333333333333,1.2179,-2.52,2.6191,1.2515
1609,ADABTC,0,0,0.83333333333333,1.5981,-9.27,1.3529,0.2783
1610,BCHBTC,0,0,0.83333333333333,0.2353,-0.80,0.0527,0.0704
1611,ETHBTC,0,0,0.83333333333333,-0.0211,-0.33,0.2613,0.0783
1612,PIVXBTC,0,0,0.83333333333333,1.2395,1.01,0.3731,0.0592
1613,XZCBTC,0,0,0.83333333333333,1.6036,-2.11,3.3023,2.5324
1614,INSBTC,1,0,0.83333333333333,0.6477,-0.20,1.1642,0.8955
1615,ATOMBTC,0,0,0.83333333333333,1.5441,-4.16,3.1363,2.0337
1616,BRDBTC,0,0,0.83333333333333,1.0424,-1.77,2.4259,0.6631
1617,XRPBTC,0,0,0.83333333333333,0.5128,-3.94,0.5602,-0.3459
1618,BEAMBTC,1,0,0.83333333333333,-0.5786,-0.42,-0.1353,0.0337
1619,CTXCBTC,0,0,0.83333333333333,1.5508,0.96,0.0806,1.0238
1620,HCBTC,1,0,0.83333333333333,1.0308,-1.25,1.024,-0.2153
1621,NASBTC,0,0,0.83333333333333,0.607,-1.03,0.8716,0.3891
1622,RENBTC,0,0,1,0.8117,-4.77,1.3545,-0.8514
1623,VETBTC,1,0,0.83333333333333,4.8201,-7.08,5.6553,3.6111
1624,XLMBTC,0,0,0.83333333333333,1.0538,-4.16,2.0419,0.0838
1625,MDABTC,0,0,0.83333333333333,0.7074,-1.20,1.6626,0.1717
1626,STRATBTC,1,0,0.83333333333333,2.0621,-3.46,0.1878,0.4639
1627,CHRBTC,1,0,0.83333333333333,2.7889,0.22,0.6878,1.5328
1628,ONGBTC,0,0,0.83333333333333,0.859,0.98,0.6246,0.3249
1629,LENDBTC,0,0,0.83333333333333,0.5173,1.16,2.188,0.4782
1630,LSKBTC,0,0,0.83333333333333,1.9697,-2.22,1.5336,1.1138
1631,AEBTC,0,0,0.83333333333333,0.7266,-1.76,0.4831,-0.3702
1632,ELFBTC,0,0,0.83333333333333,1.0195,-0.24,-0.7543,0.0259
1633,TOMOBTC,0,0,0.83333333333333,1.1381,-2.50,1.4864,-0.3565
1634,COMPBTC,0,0,0.83333333333333,0.5803,1.47,-1.5449,0.0014
1635,REPBTC,0,0,0.83333333333333,1.3005,-1.92,2.6059,-0.0851
1636,RLCBTC,1,0,0.83333333333333,0.5672,1.84,-0.287,-1.1537
1637,FTTBTC,0,0,0.83333333333333,0.2801,-0.44,0.5288,0.0747
1638,WANBTC,0,0,0.83333333333333,0.8267,-1.48,1.6095,0.9341
1639,ALGOBTC,0,0,0.83333333333333,0.9336,-2.25,-0.4975,-1.8163
1640,MTLBTC,0,0,0.83333333333333,0.8105,-1.54,0.4653,-0.5314
1641,NXSBTC,1,0,0.83333333333333,0.6944,-0.97,1.2866,0.4512
1642,COTIBTC,0,0,0.83333333333333,3.0744,-4.56,3.0009,-2.0982
1643,LINKBTC,0,0,0.83333333333333,1.5681,-4.85,-0.184,-1.589
1644,MCOBTC,0,0,0.83333333333333,0.9015,-0.76,0.7067,0.087
1645,NEOBTC,0,0,1,1.0806,-2.64,0.4292,-1.5292
1646,SKYBTC,0,0,0.83333333333333,0.7377,-0.30,0.4618,-0.2795
1647,XMRBTC,0,0,1,1.0996,-1.14,0.4996,-0.3127
1648,BANDBTC,1,0,0.83333333333333,2.9835,-6.10,4.8293,-1.5267
1649,ZENBTC,0,0,0.83333333333333,0.4341,0.04,0.0541,-0.4806
1650,QTUMBTC,1,0,0.83333333333333,0.3414,-2.20,-1.1613,-1.1072
1651,ARKBTC,1,0,0.83333333333333,2.2792,-1.26,-0.2065,-2.6382
1652,KMDBTC,0,0,0.83333333333333,0.7069,-1.05,-1.0736,-1.6368
1653,XTZBTC,0,0,0.83333333333333,0.5583,-2.02,-1.15,-1.3388
1654,ZECBTC,0,0,1,0.9257,-1.92,-0.5058,-0.1346
1655,VIABTC,0,0,0.83333333333333,0.611,0.24,-1.4608,-1.3003
1656,WABIBTC,1,0,0.83333333333333,1.0639,-1.31,-1.273,-1.6955
1657,KAVABTC,1,0,1,1.2707,3.25,-2.0747,-3.3316
1658,NEBLBTC,0,0,0.83333333333333,0.5003,0.17,-0.478,-0.6376
1659,OGNBTC,0,0,0.83333333333333,0.7671,-0.53,-3.9994,-0.8619
1660,AIONBTC,1,0,0.83333333333333,0.5164,-1.03,-1.7556,-1.4111
1661,GXSBTC,0,0,0.83333333333333,0.455,-0.12,-0.742,-0.5858
1662,IOTABTC,1,0,0.83333333333333,0.9348,-1.41,-3.4283,-1.759
1663,KNCBTC,0,0,0.83333333333333,3.1856,1.20,-1.7004,-0.9816
1664,LTOBTC,1,0,0.83333333333333,4.1084,-4.03,0.3059,0.4383
1665,OMGBTC,0,0,1,0.6996,-0.94,-1.2144,-0.177
1666,WRXBTC,0,0,0.83333333333333,0.4047,-0.69,-1.5722,-1.5514
1667,GRSBTC,0,0,0.83333333333333,1.1011,-2.71,-0.7164,-0.7936
1668,BNTBTC,0,0,0.83333333333333,0.7037,-0.96,-3.1907,-0.5352
1669,DCRBTC,0,0,0.83333333333333,0.3331,-0.05,-1.0438,-0.8465
1670,HBARBTC,0,0,0.83333333333333,1.139,-0.33,-0.8445,-0.5556
1671,NULSBTC,0,0,0.83333333333333,1.0309,3.42,-2.7611,-0.7545
1672,DASHBTC,0,0,0.83333333333333,0.1491,-1.06,-1.3456,-0.3561
1673,ADABTC,1,0,0.83333333333333,0.8179,-0.83,-4.1148,-0.2555
1674,ARNBTC,1,0,0.83333333333333,2.4181,-1.26,-0.7285,-1.1792
1675,ONTBTC,0,0,0.83333333333333,1.1197,-1.50,-1.5985,0.6259
1676,PNTBTC,0,0,0.83333333333333,0.631,0.85,-2.5504,-1.2817
1677,XRPBTC,0,0,0.83333333333333,1.3135,-1.90,-1.26,-0.0681
1678,BTGBTC,0,0,0.83333333333333,0.398,-0.63,-1.1433,-0.2869
1679,WAVESBTC,0,0,0.83333333333333,1.1771,-1.15,-1.5471,-0.6612
1680,AMBBTC,1,0,0.83333333333333,3.8182,-1.60,2.2034,5.3245
1681,LRCBTC,0,0,0.83333333333333,5.6537,-0.46,-1.7254,2.2946
1682,HCBTC,0,0,0.83333333333333,1.2914,-2.41,0.272,3.0304
1683,ATOMBTC,1,0,0.83333333333333,0.2632,-0.78,-2.498,-0.2412
1684,CTSIBTC,0,0,0.83333333333333,2.7614,0.07,-2.8977,0.8649
1685,ICXBTC,1,0,0.83333333333333,0.1706,1.55,-4.4332,-1.0071
1686,NANOBTC,1,0,0.83333333333333,0.797,-1.53,-0.9076,-0.2445
1687,BATBTC,0,0,0.83333333333333,0.2158,-0.26,-2.2451,0.1695
1688,ASTBTC,1,0,1,1.9424,-2.82,-1.8003,1.4877
1689,ENJBTC,0,0,0.83333333333333,0.4151,-0.29,-1.4144,-0.1628
1690,GASBTC,0,0,0.83333333333333,0.3581,0.61,-1.9717,0.0075
1691,INSBTC,1,0,0.83333333333333,0.5744,-1.83,-0.7824,-0.2008
1692,POWRBTC,0,0,1,1.1004,-1.96,-0.3167,1.1066
1693,ZRXBTC,1,0,0.83333333333333,2.2092,-0.29,-0.7354,1.6047
1694,ETHBTC,0,0,0.83333333333333,0.2711,-0.50,0.1371,0.1444
1695,LTCBTC,0,0,0.83333333333333,0.0538,-0.49,-0.3092,0.2738
1696,REQBTC,1,0,0.83333333333333,1.8091,-4.00,0.647,-0.00060000000000007
1697,XLMBTC,1,0,0.83333333333333,1.1819,-0.91,-0.037,0.748
1698,BEAMBTC,0,0,0.83333333333333,0.8135,-1.43,0.9632,-0.1008
1699,THETABTC,1,0,0.83333333333333,0.0759,2.86,-2.4129,-0.9239
1700,BRDBTC,0,0,0.83333333333333,0.8416,0.70,-1.0861,0.5716
1701,LSKBTC,0,0,1,1.0552,-2.59,-0.7745,0.8186
1702,LUNBTC,1,0,0.83333333333333,0.4672,-0.46,0.804,0.4549
1703,GNTBTC,0,0,0.83333333333333,3.3976,0.16,0.1699,0.959
1704,STEEMBTC,0,0,0.83333333333333,0.5281,0.01,-0.5062,0.5133
1705,STRATBTC,1,0,0.83333333333333,2.6838,-5.45,1.7893,1.9028
1706,BCDBTC,0,0,0.83333333333333,0.7685,-0.50,0.5776,-0.1456
1707,COMPBTC,1,0,0.83333333333333,0.3254,1.44,-0.7172,-0.0568
1708,SXPBTC,1,0,0.83333333333333,1.0212,1.25,-1.1518,-0.3209
1709,TOMOBTC,0,0,0.83333333333333,1.6637,2.77,0.5777,0.5812
1710,ETCBTC,1,0,0.83333333333333,0.2535,-0.23,-0.2992,-0.1498
1711,MDABTC,0,0,0.83333333333333,0.5612,0.03,0.3926,0.546
1712,EOSBTC,0,0,0.83333333333333,0.2219,-0.51,-0.1764,0.0202
1713,RENBTC,0,0,0.83333333333333,1.1864,0.67,-1.6089,-0.8584
1714,ALGOBTC,1,0,0.83333333333333,0.4641,-0.59,0.5599,0.1937
1715,LENDBTC,0,0,0.83333333333333,1.0276,1.70,0.3564,-0.2725
1716,SOLBTC,0,0,0.83333333333333,3.5859,0.33,1.2611,1.1903
